word,counts,test_or_train
"honest,",1,TRAIN
discard,1,TRAIN
buddies,1,TRAIN
invariably,2,TRAIN
advantage,2,TRAIN
"coconuts,",1,TRAIN
"eggs,",1,TRAIN
rice,1,TRAIN
wine,2,TRAIN
gang,1,TRAIN
jabbed,1,TRAIN
accusingly,1,TRAIN
represent,1,TRAIN
regenerating,1,TRAIN
fibers,1,TRAIN
pansies,1,TRAIN
gluttons,1,TRAIN
although,10,TRAIN
drew,1,TRAIN
particularly,2,TRAIN
sprouted,1,TRAIN
grains,1,TRAIN
salads,1,TRAIN
dishes,1,TRAIN
suey,1,TRAIN
suspect,1,TRAIN
crossed,1,TRAIN
meadow,1,TRAIN
climbed,2,TRAIN
tree,1,TRAIN
jungle,1,TRAIN
trail,1,TRAIN
resumed,1,TRAIN
ease,2,TRAIN
fullness,1,TRAIN
evenly,2,TRAIN
"month,",1,TRAIN
seventy,1,TRAIN
per,2,TRAIN
cent,1,TRAIN
inaugural,1,TRAIN
feast,1,TRAIN
sponsors,1,TRAIN
whatever,5,TRAIN
damp,1,TRAIN
"circumstances,",2,TRAIN
odds-on,1,TRAIN
bet,1,TRAIN
develop,2,TRAIN
pneumonia,1,TRAIN
dad,7,TRAIN
bidding,7,TRAIN
neither,5,TRAIN
acknowledged,1,TRAIN
grotesque,1,TRAIN
"hen,",1,TRAIN
five,4,TRAIN
tall,1,TRAIN
furnish,1,TRAIN
"that,",1,TRAIN
modern,1,TRAIN
"war,",2,TRAIN
message,2,TRAIN
sending,1,TRAIN
monitored,1,TRAIN
they'd,2,TRAIN
tough,2,TRAIN
rifle,3,TRAIN
barrels,1,TRAIN
pointing,3,TRAIN
unwaveringly,1,TRAIN
quince,1,TRAIN
seed,1,TRAIN
gum,1,TRAIN
ingredient,1,TRAIN
wave-setting,1,TRAIN
lotions,1,TRAIN
looks,3,TRAIN
heap,1,TRAIN
how's,2,TRAIN
sunburn,2,TRAIN
ambassador's,1,TRAIN
suite,1,TRAIN
jagged,1,TRAIN
blackened,1,TRAIN
brick,1,TRAIN
toward,4,TRAIN
skiffs,1,TRAIN
shocking,1,TRAIN
"eagerness,",1,TRAIN
elbowing,1,TRAIN
shoving,1,TRAIN
wipe,1,TRAIN
fingerprints,1,TRAIN
helps,2,TRAIN
manners,1,TRAIN
barbaric,1,TRAIN
original,7,TRAIN
forgery,7,TRAIN
atypical,7,TRAIN
farmers,8,TRAIN
oats,8,TRAIN
"yes,",6,TRAIN
"ma'am,",2,TRAIN
sure,13,TRAIN
pursuing,1,TRAIN
legs,2,TRAIN
pumped,1,TRAIN
"furiously,",1,TRAIN
streamed,1,TRAIN
ralph,7,TRAIN
prepared,8,TRAIN
red,8,TRAIN
snapper,7,TRAIN
lemon,7,TRAIN
sauce,7,TRAIN
fjords,7,TRAIN
flurries,7,TRAIN
break,8,TRAIN
slug,1,TRAIN
torn,1,TRAIN
half,3,TRAIN
stirrup-guard,1,TRAIN
boston,7,TRAIN
ballet,8,TRAIN
overcame,7,TRAIN
funding,7,TRAIN
"coauthors,",7,TRAIN
book,7,TRAIN
haughty,7,TRAIN
preoccupied,1,TRAIN
dim,1,TRAIN
ducks,7,TRAIN
webbed,7,TRAIN
feathers,7,TRAIN
motivates,1,TRAIN
behavior,1,TRAIN
purists,7,TRAIN
canned,7,TRAIN
vegetables,7,TRAIN
making,7,TRAIN
stew,7,TRAIN
giant,7,TRAIN
shimmered,6,TRAIN
glistening,7,TRAIN
mango,7,TRAIN
papaya,7,TRAIN
bowl,8,TRAIN
stock,1,TRAIN
vaudeville,1,TRAIN
ran:,1,TRAIN
mother,1,TRAIN
sick,1,TRAIN
bed,2,TRAIN
hold,2,TRAIN
compact,1,TRAIN
mass,2,TRAIN
herdin',2,TRAIN
rock-and-roll,7,TRAIN
music,8,TRAIN
rhythm,7,TRAIN
beep,1,TRAIN
buzz,1,TRAIN
sleigh,7,TRAIN
bells,7,TRAIN
ringing,7,TRAIN
straightened,1,TRAIN
"up,",2,TRAIN
alert,1,TRAIN
buffalo,1,TRAIN
hunter,1,TRAIN
closer,2,TRAIN
retouching,1,TRAIN
chuck,2,TRAIN
key,1,TRAIN
"before,",1,TRAIN
showed,3,TRAIN
utmost,1,TRAIN
advised,2,TRAIN
"this,",3,TRAIN
"added,",1,TRAIN
brought,6,TRAIN
petty,2,TRAIN
jealousies,1,TRAIN
personal,4,TRAIN
define,1,TRAIN
does:,1,TRAIN
aids,1,TRAIN
preventing,1,TRAIN
foamy,1,TRAIN
bloat,1,TRAIN
single,4,TRAIN
curve,1,TRAIN
represents,1,TRAIN
formulation,1,TRAIN
test,1,TRAIN
example,2,TRAIN
"beautiful,",1,TRAIN
"valiant,",1,TRAIN
pitiable,1,TRAIN
"""infectious",1,TRAIN
"hepatitis"",",1,TRAIN
shouted,2,TRAIN
heartily,2,TRAIN
ball,3,TRAIN
player,1,TRAIN
distinguished,1,TRAIN
divinities,1,TRAIN
join,1,TRAIN
kissed,1,TRAIN
"also,",1,TRAIN
deep,3,TRAIN
tenderness,1,TRAIN
research,3,TRAIN
cultures,1,TRAIN
proven,1,TRAIN
position,2,TRAIN
mistaken,1,TRAIN
print,1,TRAIN
fiction,1,TRAIN
species,1,TRAIN
ambiguity,2,TRAIN
tries,1,TRAIN
baffle,1,TRAIN
interweaving,1,TRAIN
repetition,1,TRAIN
scattered,1,TRAIN
somewhat,1,TRAIN
herd,1,TRAIN
loose,2,TRAIN
leg,2,TRAIN
muscles,9,TRAIN
weary,1,TRAIN
giraffes,7,TRAIN
kept,9,TRAIN
zoos,7,TRAIN
soon,3,TRAIN
drops,2,TRAIN
bourgeoisie,1,TRAIN
"psychiatrist,",1,TRAIN
disapproves,1,TRAIN
shorten,7,TRAIN
skirt,7,TRAIN
joyce,7,TRAIN
cartoon,7,TRAIN
tadpole,7,TRAIN
occasionally,7,TRAIN
blues,7,TRAIN
covered,2,TRAIN
gun,1,TRAIN
crashed,2,TRAIN
"alone,",7,TRAIN
survive,7,TRAIN
"not,",3,TRAIN
tale,1,TRAIN
tails,1,TRAIN
belched,1,TRAIN
"loudly,",1,TRAIN
"deep,",1,TRAIN
eruption,1,TRAIN
miserable,1,TRAIN
"time,",2,TRAIN
aren't,2,TRAIN
"oh,",3,TRAIN
"again,",5,TRAIN
aloud,1,TRAIN
cling,1,TRAIN
"pools,",1,TRAIN
pool,3,TRAIN
owner,2,TRAIN
knows,3,TRAIN
usages,1,TRAIN
distinct,1,TRAIN
hazards,1,TRAIN
reader,1,TRAIN
shall,6,TRAIN
plane,1,TRAIN
carried,3,TRAIN
five-hundred,1,TRAIN
pound,1,TRAIN
bombs,2,TRAIN
muscular,1,TRAIN
symmetrical,1,TRAIN
remain,1,TRAIN
x-ray,1,TRAIN
films,2,TRAIN
vertebral,1,TRAIN
column,2,TRAIN
progression,1,TRAIN
demineralization,1,TRAIN
"sometimes,",1,TRAIN
"always,",1,TRAIN
indeed,3,TRAIN
alkaline,1,TRAIN
start,7,TRAIN
ingredients:,1,TRAIN
sincerity,1,TRAIN
realism,1,TRAIN
phone,1,TRAIN
"""virus",1,TRAIN
infection,2,TRAIN
"nothing"",",1,TRAIN
scream,1,TRAIN
"crooked,",1,TRAIN
"overlapping,",1,TRAIN
"twisted,",1,TRAIN
widely,1,TRAIN
spaced,1,TRAIN
threw,1,TRAIN
tidbits,1,TRAIN
overboard,1,TRAIN
mile,2,TRAIN
further,1,TRAIN
save:,1,TRAIN
duplicate,1,TRAIN
coverage,2,TRAIN
blow,2,TRAIN
encountered,1,TRAIN
silky,1,TRAIN
bone,3,TRAIN
hopeful,1,TRAIN
"sign,",1,TRAIN
snatched,1,TRAIN
savagely,1,TRAIN
"hate,",2,TRAIN
labeled,1,TRAIN
everything,3,TRAIN
final,2,TRAIN
reduced,1,TRAIN
sexual,4,TRAIN
symbolism,1,TRAIN
"poor,",1,TRAIN
unlucky,1,TRAIN
telephone,1,TRAIN
rang,1,TRAIN
"so,",4,TRAIN
anybody,3,TRAIN
solicits,1,TRAIN
"phone,",1,TRAIN
mail,1,TRAIN
dough,1,TRAIN
above,3,TRAIN
dress,1,TRAIN
explanation,1,TRAIN
true,7,TRAIN
chroniclers,1,TRAIN
dramatic,3,TRAIN
poets,1,TRAIN
prose,1,TRAIN
novelists,1,TRAIN
battery,1,TRAIN
median,1,TRAIN
grade-equivalent,1,TRAIN
test-run,1,TRAIN
family,5,TRAIN
timing,1,TRAIN
seasoning,1,TRAIN
there's,5,TRAIN
lovely,2,TRAIN
pastime,1,TRAIN
hooking,1,TRAIN
braiding,1,TRAIN
rugs,1,TRAIN
"shivering,",1,TRAIN
clothes,2,TRAIN
ugly,1,TRAIN
prescription:,1,TRAIN
cold,2,TRAIN
compresses,1,TRAIN
increase,1,TRAIN
absorption,1,TRAIN
solid,1,TRAIN
concrete,2,TRAIN
"blocks,",1,TRAIN
relatively,2,TRAIN
heavy,2,TRAIN
"dense,",1,TRAIN
pause,1,TRAIN
"asked,",2,TRAIN
"course,",2,TRAIN
"dear,",1,TRAIN
slowly,3,TRAIN
forward,2,TRAIN
hands,5,TRAIN
rest,2,TRAIN
floor,4,TRAIN
"corn,",1,TRAIN
peas,1,TRAIN
strawberries,1,TRAIN
recognized,2,TRAIN
jacket,1,TRAIN
trousers,1,TRAIN
witnessing,1,TRAIN
explosion,2,TRAIN
backyards,1,TRAIN
frivolous,1,TRAIN
"girl,",1,TRAIN
assures,1,TRAIN
doused,1,TRAIN
debts,1,TRAIN
overwhelm,1,TRAIN
ingenuity,1,TRAIN
uncover,1,TRAIN
generalizations,1,TRAIN
giants,1,TRAIN
"then,",3,TRAIN
"while,",1,TRAIN
mirror,1,TRAIN
strolled,1,TRAIN
"door,",1,TRAIN
whistling,1,TRAIN
"softly,",1,TRAIN
clasped,1,TRAIN
whether,2,TRAIN
historically,1,TRAIN
fact,2,TRAIN
legend,2,TRAIN
certain,3,TRAIN
symbolic,2,TRAIN
expects,1,TRAIN
evacuate,1,TRAIN
hiring,1,TRAIN
wife,3,TRAIN
win,1,TRAIN
tax-aided,1,TRAIN
retirement,1,TRAIN
income,1,TRAIN
self-deceiving,1,TRAIN
rags,1,TRAIN
hurriedly,1,TRAIN
tossed,1,TRAIN
too-naked,1,TRAIN
bones,1,TRAIN
populace,1,TRAIN
adulterers,1,TRAIN
somehow,1,TRAIN
old-timers,1,TRAIN
figured,1,TRAIN
retire,1,TRAIN
smile,2,TRAIN
pulled,2,TRAIN
lower,4,TRAIN
strip,2,TRAIN
adhesive,1,TRAIN
tape,1,TRAIN
snowed,1,TRAIN
"continuously,",1,TRAIN
"quietly,",1,TRAIN
motor,1,TRAIN
personnel,1,TRAIN
meaningful,1,TRAIN
according,9,TRAIN
interpretation,7,TRAIN
"problem,",7,TRAIN
perpendicular,7,TRAIN
capital,1,TRAIN
what's,3,TRAIN
"name,",1,TRAIN
anyway,1,TRAIN
solidarity,2,TRAIN
morale,1,TRAIN
again,10,TRAIN
involves,2,TRAIN
promptly,1,TRAIN
seven,4,TRAIN
clatter,1,TRAIN
court,1,TRAIN
twelve,2,TRAIN
tallyho,1,TRAIN
characteristics,1,TRAIN
experimental,1,TRAIN
listed,1,TRAIN
"temptation,",1,TRAIN
virtue,1,TRAIN
selecting,1,TRAIN
bunks,1,TRAIN
economic,1,TRAIN
comparison,1,TRAIN
usually,4,TRAIN
stake,1,TRAIN
appetite,1,TRAIN
improved,1,TRAIN
maladies,2,TRAIN
diarrhoea,1,TRAIN
hotel,1,TRAIN
honesty,1,TRAIN
condemns,1,TRAIN
solitary,1,TRAIN
taking,2,TRAIN
squared,1,TRAIN
bankers,1,TRAIN
expected,1,TRAIN
highest,1,TRAIN
rated,1,TRAIN
non-supervisory,1,TRAIN
title,2,TRAIN
engineer,1,TRAIN
safe,4,TRAIN
smashed,1,TRAIN
tumbled,1,TRAIN
wide,2,TRAIN
"brim,",1,TRAIN
"crown,",1,TRAIN
fur,1,TRAIN
trim,3,TRAIN
lamps,1,TRAIN
misleading,2,TRAIN
glow,1,TRAIN
"beds,",2,TRAIN
thanks,1,TRAIN
air,5,TRAIN
mattresses,1,TRAIN
sleeping,2,TRAIN
bags,1,TRAIN
"did,",2,TRAIN
blastdown,1,TRAIN
accordingly,1,TRAIN
cultivated,1,TRAIN
eccentricity,1,TRAIN
nature,2,TRAIN
provides,2,TRAIN
touches,2,TRAIN
somebody'll,1,TRAIN
hafta,2,TRAIN
thinkin,1,TRAIN
reproduce,1,TRAIN
retinal,1,TRAIN
image,4,TRAIN
"""sewing",1,TRAIN
"numbness""",1,TRAIN
numb,1,TRAIN
sewing,1,TRAIN
"now,",3,TRAIN
buddy,1,TRAIN
communism,1,TRAIN
"keelson,",1,TRAIN
three-inch,1,TRAIN
"widths,",1,TRAIN
installed,1,TRAIN
lucky,1,TRAIN
"kids,",1,TRAIN
blankets,1,TRAIN
camera,1,TRAIN
pictures,1,TRAIN
pertinent,1,TRAIN
safety,2,TRAIN
clockwork,1,TRAIN
running,2,TRAIN
moonlight,1,TRAIN
naked,1,TRAIN
slugging,1,TRAIN
rock,5,TRAIN
one-upmanship,1,TRAIN
practiced,1,TRAIN
sides,3,TRAIN
thruway,1,TRAIN
nowhere,2,TRAIN
midnight,1,TRAIN
tired,1,TRAIN
bagpipes,7,TRAIN
bongos,7,TRAIN
musical,8,TRAIN
instruments,7,TRAIN
employee,7,TRAIN
layoffs,7,TRAIN
coincided,7,TRAIN
company's,7,TRAIN
reorganization,7,TRAIN
aggressive,7,TRAIN
policeman,7,TRAIN
flag,8,TRAIN
thoughtless,7,TRAIN
motorists,7,TRAIN
"another,",1,TRAIN
tinsel,1,TRAIN
whipped,1,TRAIN
"hired,",1,TRAIN
lackeys,1,TRAIN
warmongering,1,TRAIN
capitalists,1,TRAIN
merely,2,TRAIN
satisfy,2,TRAIN
author's,1,TRAIN
float,1,TRAIN
implausibly,1,TRAIN
shaft,1,TRAIN
sunlight,1,TRAIN
home-made,1,TRAIN
sauerkraut,1,TRAIN
served,2,TRAIN
continue,2,TRAIN
divorce,1,TRAIN
advanced,1,TRAIN
inexcusable,1,TRAIN
"lewd,",1,TRAIN
winking,1,TRAIN
effect,1,TRAIN
"passive,",1,TRAIN
girlishly,1,TRAIN
shy,2,TRAIN
palpably,1,TRAIN
absurd,1,TRAIN
carpet,2,TRAIN
bag,1,TRAIN
package,1,TRAIN
wieners,1,TRAIN
novelty,1,TRAIN
symptom,1,TRAIN
fatigue,1,TRAIN
instability,1,TRAIN
lists,1,TRAIN
tables,1,TRAIN
batting,1,TRAIN
average,1,TRAIN
increased,2,TRAIN
meals,2,TRAIN
complicated,1,TRAIN
"grudgingly,",1,TRAIN
baleful,1,TRAIN
blue,3,TRAIN
feather,1,TRAIN
happy,1,TRAIN
depend,1,TRAIN
upon,4,TRAIN
structure,2,TRAIN
personality,1,TRAIN
self's,1,TRAIN
integrity,1,TRAIN
unit,2,TRAIN
prices,1,TRAIN
vehicles,2,TRAIN
"horse,",1,TRAIN
rolled,2,TRAIN
bale,1,TRAIN
ants,1,TRAIN
better,5,TRAIN
hills,1,TRAIN
nearby,1,TRAIN
command,1,TRAIN
post,2,TRAIN
buckle,1,TRAIN
works,2,TRAIN
chronologically,1,TRAIN
"storyline,",1,TRAIN
"sort,",1,TRAIN
wildly,2,TRAIN
unrealistic,1,TRAIN
"poetry,",2,TRAIN
"airplanes,",1,TRAIN
dancers,1,TRAIN
surgeon,8,TRAIN
recuperating,7,TRAIN
lengthy,7,TRAIN
chance,3,TRAIN
getting,9,TRAIN
hoped,1,TRAIN
"way,",1,TRAIN
examination,1,TRAIN
map,1,TRAIN
aerial,1,TRAIN
photos,1,TRAIN
they'll,5,TRAIN
knick-knacks,1,TRAIN
reach,1,TRAIN
repugnant,1,TRAIN
sense,4,TRAIN
lady's,1,TRAIN
"eyes,",1,TRAIN
"unmagnified,",1,TRAIN
bugged,1,TRAIN
"back,",4,TRAIN
nagging,1,TRAIN
past,1,TRAIN
"do,",1,TRAIN
recognize,1,TRAIN
"words,",1,TRAIN
"persons,",1,TRAIN
objects,1,TRAIN
simplest,1,TRAIN
separate,1,TRAIN
"single,",1,TRAIN
self-contained,1,TRAIN
fell,4,TRAIN
possibility,1,TRAIN
anything,6,TRAIN
reassuring,1,TRAIN
mosquitoes,7,TRAIN
exist,8,TRAIN
"warm,",7,TRAIN
humid,7,TRAIN
climates,7,TRAIN
pay,6,TRAIN
accept,2,TRAIN
irremediable,1,TRAIN
finish,9,TRAIN
greasing,7,TRAIN
"chain,",7,TRAIN
contributions,7,TRAIN
greatly,7,TRAIN
strawberry,7,TRAIN
sundae,7,TRAIN
faded,1,TRAIN
todd,7,TRAIN
placed,7,TRAIN
priority,7,TRAIN
bike,7,TRAIN
economy,1,TRAIN
terrific,1,TRAIN
uplift,1,TRAIN
solitude,1,TRAIN
momentary,1,TRAIN
charm,1,TRAIN
oppressive,1,TRAIN
tapes,1,TRAIN
address,1,TRAIN
assert,1,TRAIN
sexually,1,TRAIN
"could've,",1,TRAIN
isn't,1,TRAIN
marine's,1,TRAIN
fatigues,1,TRAIN
film,3,TRAIN
ya,1,TRAIN
"project,",1,TRAIN
taken,4,TRAIN
"already,",1,TRAIN
bit,4,TRAIN
tensely,1,TRAIN
"winter,",1,TRAIN
hibachi,1,TRAIN
kitchen,2,TRAIN
grill,1,TRAIN
logs,1,TRAIN
fireplace,1,TRAIN
ways,4,TRAIN
daily,2,TRAIN
step,2,TRAIN
pretty,1,TRAIN
girls,1,TRAIN
blonde,1,TRAIN
pert,1,TRAIN
geocentricism,1,TRAIN
se,1,TRAIN
undeniably,7,TRAIN
reflects,7,TRAIN
view,8,TRAIN
ably,7,TRAIN
thereupon,1,TRAIN
followed,2,TRAIN
demonstration,1,TRAIN
tyranny,1,TRAIN
ideological,2,TRAIN
confines,1,TRAIN
i'll,7,TRAIN
scoop,7,TRAIN
exotic,7,TRAIN
purple,7,TRAIN
sherbet,7,TRAIN
shell,7,TRAIN
shock,8,TRAIN
shrapnel,7,TRAIN
cured,8,TRAIN
therapy,7,TRAIN
kayak,7,TRAIN
bayou,7,TRAIN
doctors,8,TRAIN
prescribe,7,TRAIN
permit,1,TRAIN
yes,1,TRAIN
"indeed,",1,TRAIN
warlike,1,TRAIN
host,1,TRAIN
infidels,1,TRAIN
encamped,1,TRAIN
intervals,2,TRAIN
alumni,1,TRAIN
directory,1,TRAIN
issued,1,TRAIN
ample,1,TRAIN
projected,1,TRAIN
beautifully,2,TRAIN
specialty,1,TRAIN
besides,1,TRAIN
lay-up,1,TRAIN
clause,1,TRAIN
natural,2,TRAIN
corollaries,1,TRAIN
doesn't,3,TRAIN
frowningly,1,TRAIN
speak,2,TRAIN
angrily,1,TRAIN
excellent,2,TRAIN
integration,2,TRAIN
fiscal,1,TRAIN
collection,1,TRAIN
calendars,1,TRAIN
liked,3,TRAIN
nip,1,TRAIN
ear,2,TRAIN
lobes,1,TRAIN
unsuspecting,1,TRAIN
visitors,1,TRAIN
needle-sharp,1,TRAIN
compose,1,TRAIN
gangplank,1,TRAIN
naturally,4,TRAIN
sloppy,1,TRAIN
appearance,2,TRAIN
doin',1,TRAIN
fiddles,1,TRAIN
screeched;,1,TRAIN
piano,1,TRAIN
tinkled,1,TRAIN
nobody's,1,TRAIN
fault,1,TRAIN
lumber,1,TRAIN
dealers,1,TRAIN
working,3,TRAIN
single-handed,1,TRAIN
jaw,7,TRAIN
operates,7,TRAIN
using,7,TRAIN
antagonistic,7,TRAIN
flying,7,TRAIN
standby,7,TRAIN
practical,7,TRAIN
thief,1,TRAIN
discovered,1,TRAIN
"see,",2,TRAIN
he's,5,TRAIN
snapping,1,TRAIN
dumb,2,TRAIN
jerk,1,TRAIN
spherical,8,TRAIN
gifts,7,TRAIN
wrap,7,TRAIN
cereal,1,TRAIN
likes,2,TRAIN
watches,7,TRAIN
daytime,7,TRAIN
encouraged,7,TRAIN
halloween,7,TRAIN
"assume,",1,TRAIN
situation,5,TRAIN
packing,1,TRAIN
shed,1,TRAIN
fields,1,TRAIN
hole,1,TRAIN
outfit,1,TRAIN
drive,1,TRAIN
veer,1,TRAIN
targets,1,TRAIN
successfully,1,TRAIN
knocked,1,TRAIN
generalize,1,TRAIN
binomial,1,TRAIN
experiments,1,TRAIN
purposeless,1,TRAIN
source,1,TRAIN
known,4,TRAIN
necessity,1,TRAIN
insecticide,1,TRAIN
residues,1,TRAIN
worse,1,TRAIN
we've,3,TRAIN
part,3,TRAIN
helpful,2,TRAIN
leaflet,1,TRAIN
enclosed,1,TRAIN
brand,1,TRAIN
indefinite,1,TRAIN
reference,2,TRAIN
arises,2,TRAIN
double,1,TRAIN
verb,1,TRAIN
sank,2,TRAIN
theocracy,1,TRAIN
reconsidered,1,TRAIN
ride,2,TRAIN
viscosity,1,TRAIN
material,2,TRAIN
"is,",2,TRAIN
negligible,1,TRAIN
white,4,TRAIN
altogether,1,TRAIN
visit,1,TRAIN
eaten,1,TRAIN
actual,3,TRAIN
pan,1,TRAIN
trial,1,TRAIN
balloons,1,TRAIN
afloat,1,TRAIN
nevertheless,2,TRAIN
minority,1,TRAIN
note,2,TRAIN
approvingly,1,TRAIN
sample,1,TRAIN
unanimity,1,TRAIN
"inquiry,",1,TRAIN
testimony,1,TRAIN
witnesses,1,TRAIN
burned,1,TRAIN
feverishly,1,TRAIN
holds,2,TRAIN
goodness,1,TRAIN
badness,1,TRAIN
lie,3,TRAIN
approval,1,TRAIN
disapproval,1,TRAIN
candles,1,TRAIN
filling,1,TRAIN
melted,1,TRAIN
wax,1,TRAIN
wick,1,TRAIN
dive,1,TRAIN
blowers,1,TRAIN
operated,1,TRAIN
periodically,1,TRAIN
schedule,1,TRAIN
vividly,1,TRAIN
conceived,1,TRAIN
dream,2,TRAIN
statement,1,TRAIN
unconvincing,1,TRAIN
provocatively,1,TRAIN
"road,",1,TRAIN
gleaming,1,TRAIN
pulling,1,TRAIN
taut,1,TRAIN
industry,1,TRAIN
interest,1,TRAIN
farther,1,TRAIN
supreme,1,TRAIN
"effort,",1,TRAIN
closet,1,TRAIN
smolderingly,1,TRAIN
clapping,1,TRAIN
spurs,1,TRAIN
"bronc,",1,TRAIN
"canter,",1,TRAIN
alarm,1,TRAIN
impersonal,1,TRAIN
mechanism,1,TRAIN
"smooth,",1,TRAIN
sheriff,1,TRAIN
"fuming,",1,TRAIN
"helpless,",1,TRAIN
watched,1,TRAIN
atmosphere,2,TRAIN
outgrow,1,TRAIN
traits,1,TRAIN
kid's,1,TRAIN
froze,1,TRAIN
pack,2,TRAIN
snakes,2,TRAIN
fingers,3,TRAIN
absurdly,1,TRAIN
"boy,",2,TRAIN
stirrin,1,TRAIN
"early,",1,TRAIN
sleepy,1,TRAIN
faculty,2,TRAIN
"walk,",2,TRAIN
bus,2,TRAIN
"add,",1,TRAIN
"utopianism,",1,TRAIN
"meanwhile,",3,TRAIN
fishermen,1,TRAIN
pull,2,TRAIN
whoppers,1,TRAIN
"fact,",1,TRAIN
"us,",1,TRAIN
cop,1,TRAIN
citizen,2,TRAIN
shawls,1,TRAIN
"jokes,",1,TRAIN
cynics,1,TRAIN
"contrary,",1,TRAIN
mothers-in-law,1,TRAIN
roleplaying,1,TRAIN
follows,1,TRAIN
leading,2,TRAIN
training,2,TRAIN
summertime,1,TRAIN
"supper,",1,TRAIN
"why,",2,TRAIN
"teacher,",1,TRAIN
art,4,TRAIN
thou,1,TRAIN
late,1,TRAIN
overriding,1,TRAIN
considering,1,TRAIN
military,2,TRAIN
objectives,1,TRAIN
"bodies,",1,TRAIN
dropped,1,TRAIN
"leaf,",1,TRAIN
pile,1,TRAIN
apple,1,TRAIN
"well,",5,TRAIN
pessimism,1,TRAIN
drank,1,TRAIN
"greedily,",1,TRAIN
"murmured,",1,TRAIN
lowered,1,TRAIN
tragedy,2,TRAIN
presumes,1,TRAIN
configuration,2,TRAIN
object,2,TRAIN
village,1,TRAIN
crossroads,1,TRAIN
debut,1,TRAIN
"over,",1,TRAIN
scenes,2,TRAIN
emerge,1,TRAIN
equally,1,TRAIN
fine,2,TRAIN
"tethered,",1,TRAIN
army,1,TRAIN
"style,",1,TRAIN
stable,1,TRAIN
"surfaceness,",1,TRAIN
decking,1,TRAIN
quarter-inch,1,TRAIN
mahogany,1,TRAIN
plywood,1,TRAIN
equipped,1,TRAIN
die,3,TRAIN
meetings,1,TRAIN
president,1,TRAIN
track,1,TRAIN
delegated,1,TRAIN
involved,4,TRAIN
deeply,1,TRAIN
"immediately,",1,TRAIN
deputy,1,TRAIN
demanded,1,TRAIN
file,1,TRAIN
smooth,2,TRAIN
guidance,1,TRAIN
direction,2,TRAIN
"high,",1,TRAIN
bounce,1,TRAIN
harmlessly,1,TRAIN
loudly,2,TRAIN
car's,1,TRAIN
steel,1,TRAIN
visibly,1,TRAIN
lacerate,1,TRAIN
congregation,1,TRAIN
flame,1,TRAIN
gushed,1,TRAIN
beneath,1,TRAIN
wagon,1,TRAIN
drunkenness,1,TRAIN
tolerated,1,TRAIN
bring,3,TRAIN
died,3,TRAIN
winter,2,TRAIN
storms,1,TRAIN
referred,1,TRAIN
possessed,2,TRAIN
clotheshorse,1,TRAIN
needless,1,TRAIN
"say,",1,TRAIN
suffered,1,TRAIN
drastically,1,TRAIN
during,2,TRAIN
turbulent,2,TRAIN
chestnuts,1,TRAIN
starchy,1,TRAIN
andrei's,1,TRAIN
skilled,1,TRAIN
sized,2,TRAIN
"on,",2,TRAIN
disregarding,1,TRAIN
protests,1,TRAIN
appeared,1,TRAIN
prisoner,1,TRAIN
irons,1,TRAIN
slyly,1,TRAIN
enjoyed,1,TRAIN
seeing,1,TRAIN
stoop,1,TRAIN
lift,2,TRAIN
feeling,1,TRAIN
inwardly,1,TRAIN
laughed,1,TRAIN
hurt,1,TRAIN
"argument,",1,TRAIN
participants,1,TRAIN
tend,2,TRAIN
thump,1,TRAIN
rough,1,TRAIN
cloth,4,TRAIN
rasped,1,TRAIN
annual,1,TRAIN
grants,1,TRAIN
systems,1,TRAIN
substantial,1,TRAIN
amounts,2,TRAIN
adults,1,TRAIN
convince,1,TRAIN
thwarted,1,TRAIN
push-ups:,1,TRAIN
push-ups,1,TRAIN
"essential,",1,TRAIN
kneeling,1,TRAIN
shoelaces,1,TRAIN
vacation,1,TRAIN
she's,1,TRAIN
diet,1,TRAIN
thrower,1,TRAIN
"flame,",1,TRAIN
"easier,",1,TRAIN
coward,1,TRAIN
area,4,TRAIN
highly,3,TRAIN
susceptible,1,TRAIN
involving,1,TRAIN
fieldwork,1,TRAIN
seems,6,TRAIN
deeper,1,TRAIN
mere,1,TRAIN
authority,1,TRAIN
"thief,",1,TRAIN
runs,3,TRAIN
adage,2,TRAIN
"sit,",1,TRAIN
"repeated,",1,TRAIN
motioning,1,TRAIN
piled,1,TRAIN
hay,2,TRAIN
"bags,",1,TRAIN
pig,1,TRAIN
leavings,1,TRAIN
sheltered,1,TRAIN
strong,2,TRAIN
winds,1,TRAIN
recreation,1,TRAIN
volume,2,TRAIN
remains,1,TRAIN
published,1,TRAIN
disputes,1,TRAIN
"arise,",1,TRAIN
provisions,1,TRAIN
thirty-five,2,TRAIN
civilian,1,TRAIN
laboratory,1,TRAIN
enlisted,1,TRAIN
staff,2,TRAIN
loyal,2,TRAIN
experts,3,TRAIN
zealous,1,TRAIN
volunteers,1,TRAIN
probably,1,TRAIN
"midnight,",1,TRAIN
hour,3,TRAIN
terrible,1,TRAIN
coagulating,1,TRAIN
crystallizing,1,TRAIN
"season,",1,TRAIN
"summer,",1,TRAIN
belongs,1,TRAIN
carefree,1,TRAIN
aspect,1,TRAIN
roulette's,1,TRAIN
utilizing,1,TRAIN
vending,1,TRAIN
machine,1,TRAIN
